No EMPRE|VALOR SUB|TRAB F|TRAB M|CIUDAD|CIIU|DESCRIPCION|
1.0|0.0|0.0|0.0|PAIPA|0520|EXTRACCION DE CARBON LIGNITO|
5.0|181250.0|13.0|1.0|VENTAQUEMADA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|72500.0|1.0|0.0|JENESANO|8692|ACTIVIDADES DE APOYO TERAPEUTICO|
2.0|72500.0|2.0|2.0|TUNJA|7729|ALQUILER Y ARRENDAMIENTO DE OTROS EFECTOS PERSONALES Y ENSERES DOMESTICOS NCP|
3.0|5328750.0|142.0|108.0|DUITAMA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
4.0|1051250.0|11.0|13.0|CHIQUINQUIRA|9603|POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS|
1.0|217500.0|7.0|16.0|GUICAN|8412|ACTIVIDADES EJECUTIVAS DE LA ADMINISTRACION PUBLICA|
1.0|616250.0|14.0|18.0|COVARACHIA|9900|ACTIVIDADES DE ORGANIZACIONES Y ENTIDADES EXTRATERRITORIALES|
1.0|181250.0|8.0|7.0|ALMEIDA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|145000.0|2.0|2.0|MONGUI|3230|FABRICACION DE ARTICULOS Y EQUIPO PARA LA PRACTICA DEL DEPORTE|
1.0|72500.0|3.0|2.0|MIRAFLORES|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|0.0|0.0|0.0|CALI|3312|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO|
2.0|217500.0|0.0|5.0|RAMIRIQUI|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
2.0|217500.0|10.0|4.0|SANTAFE DE BOGOTA|6512|SEGUROS DE VIDA|
2.0|83400.0|3.0|2.0|NOBSA|0149|CRIA DE OTROS ANIMALES NCP|
1.0|181250.0|8.0|4.0|SORA|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|181250.0|3.0|7.0|MONTERIA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|0.0|1.0|0.0|TIBASOSA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
1.0|0.0|1.0|0.0|CORRALES|8211|ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA|
3.0|0.0|0.0|1.0|PAIPA|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|0.0|5.0|1.0|CHIA|0121|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES|
1.0|72500.0|2.0|0.0|PAIPA|5619|OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS NCP|
1.0|145000.0|0.0|5.0|IZA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|0.0|1.0|3.0|BUENAVISTA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
1.0|0.0|0.0|1.0|OICATA|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
2.0|1087500.0|2.0|6.0|SOCHA|4661|COMERCIO AL POR MAYOR DE COMBUSTIBLES SOLIDOS- LIQUIDOS- GASEOSOS Y PRODUCTOS CONEXOS|
1.0|0.0|0.0|2.0|SAN LUIS DE GACENO|8530|ESTABLECIMIENTOS QUE COMBINAN DIFERENTES NIVELES DE EDUCACION|
1.0|0.0|1.0|0.0|BUCARAMANGA|4511|COMERCIO DE VEHICULOS AUTOMOTORES NUEVOS|
1.0|108750.0|3.0|0.0|COMBITA|1410|CONFECCION DE PRENDAS DE VESTIR- EXCEPTO PRENDAS DE PIEL|
1.0|0.0|0.0|1.0|NOBSA|0812|EXTRACCION DE ARCILLAS DE USO INDUSTRIAL- CALIZA- CAOLIN Y BENTONITAS|
1.0|0.0|0.0|0.0|PAZ DEL RIO|7112|ACTIVIDADES DE INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
2.0|0.0|1.0|2.0|TIBASOSA|8413|REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD- EDUCATIVOS- CULTURALES Y OTROS SERVICIOS SOCIALES- EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL|
1.0|0.0|2.0|1.0|IBAGUE|9420|ACTIVIDADES DE SINDICATOS DE EMPLEADOS|
1.0|181250.0|0.0|9.0|MOTAVITA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
5.0|652500.0|22.0|10.0|MONIQUIRA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|41700.0|0.0|1.0|DUITAMA|0124|CULTIVO DE CAÑ DE AZUCAR|
1.0|108750.0|1.0|0.0|SORACA|8899|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO N.C.P|
3.0|108750.0|1.0|14.0|TUNJA|6110|ACTIVIDADES DE TELECOMUNICACIONES ALAMBRICAS|
1.0|36250.0|1.0|2.0|SAMACA|1103|PRODUCCION DE MALTA- ELABORACION DE CERVEZAS Y OTRAS BEBIDAS MALTEADAS|
2.0|0.0|1.0|5.0|NOBSA|4111|CONSTRUCCION DE EDIFICIOS RESIDENCIALES|
1.0|0.0|0.0|0.0|SOGAMOSO|2824|FABRICACION DE MAQUINARIA PARA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION|
2.0|145000.0|1.0|2.0|VENTAQUEMADA|6810|ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS|
1.0|36250.0|8.0|0.0|DUITAMA|5813|EDICION DE PERIODICOS- REVISTAS Y OTRAS PUBLICACIONES PERIODICAS|
1.0|0.0|1.0|2.0|DUITAMA|8415|ACTIVIDADES DE LOS OTROS ORGANOS DE CONTROL|
1.0|36250.0|2.0|0.0|TUNJA|8211|ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA|
1.0|0.0|0.0|0.0|PESCA|7110|ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y OTRAS ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA|
3.0|1667500.0|27.0|23.0|GARAGOA|4620|COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS- ANIMALES VIVOS|
5.0|6670000.0|131.0|78.0|TUNJA|6422|ACTIVIDADES DE LAS COMPAÑAS DE FINANCIAMIENTO|
3.0|435000.0|3.0|4.0|TUTA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|72500.0|0.0|1.0|ENVIGADO|4923|TRANSPORTE DE CARGA POR CARRETERA|
2.0|290000.0|1.0|3.0|SANTAFE DE BOGOTA|1030|ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL|
2.0|326250.0|6.0|2.0|IBAGUE|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|0.0|0.0|5.0|PUERTO BOYACA|4659|COMERCIO AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO NCP|
1.0|145000.0|1.0|0.0|ZIPAQUIRA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
4.0|1595000.0|36.0|49.0|PAIPA|6202|ACTIVIDADES DE CONSULTORIA INFORMATICA Y ACTIVIDADES DE ADMINISTRACION DE INSTALACIONES INFORMATICAS|
1.0|0.0|0.0|1.0|MEDELLIN|7490|OTRAS ACTIVIDADES PROFESIONALES- CIENTIFICAS Y TECNICAS NCP|
1.0|0.0|0.0|1.0|SANTANA|9491|ACTIVIDADES DE ASOCIACIONES RELIGIOSAS|
1.0|0.0|1.0|1.0|PAZ DEL RIO|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
1.0|0.0|0.0|3.0|NOBSA|4669|COMERCIO AL POR MAYOR DE OTROS PRODUCTOS NCP|
1.0|398750.0|6.0|6.0|NOBSA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|145000.0|0.0|5.0|CUCAITA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
1.0|4205000.0|10.0|123.0|CAJICA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
2.0|362500.0|9.0|1.0|SANTAFE DE BOGOTA|3290|OTRAS INDUSTRIAS MANUFACTURERAS NCP|
3.0|326250.0|6.0|2.0|SOCHA|4711|COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS- BEBIDAS O TABACO|
2.0|72500.0|7.0|0.0|GARAGOA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
3.0|1196250.0|6.0|20.0|GARAGOA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|145000.0|1.0|13.0|TUTA|4664|COMERCIO AL POR MAYOR DE PRODUCTOS QUIMICOS BASICOS- CAUCHOS Y PLASTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUIMICOS DE USO AGROPECUARIO|
3.0|725000.0|5.0|19.0|SANTA MARIA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
7.0|398750.0|14.0|6.0|DUITAMA|6621|ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS|
1.0|36250.0|0.0|21.0|CHIQUINQUIRA|8552|ENSEÑNZA DEPORTIVA Y RECREATIVA|
2.0|978750.0|20.0|20.0|PAIPA|8699|OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA|
1.0|1123750.0|41.0|9.0|PAIPA|4669|COMERCIO AL POR MAYOR DE OTROS PRODUCTOS NCP|
1.0|181250.0|1.0|5.0|PUERTO BOYACA|4520|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|
1.0|652500.0|9.0|20.0|MARIPI|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|36250.0|2.0|1.0|TIBASOSA|6910|ACTIVIDADES JURIDICAS|
5.0|375300.0|12.0|7.0|SOGAMOSO|0113|CULTIVO DE HORTALIZAS- RAICES Y TUBERCULOS|
4.0|72500.0|14.0|11.0|TIBASOSA|5611|EXPENDIO A LA MESA DE COMIDAS PREPARADAS|
1.0|688750.0|3.0|20.0|SOMONDOCO|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
2.0|36250.0|0.0|3.0|SUTAMARCHAN|4752|COMERCIO AL POR MENOR DE ARTICULOS DE FERRETERIA- PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|36250.0|2.0|0.0|MACANAL|6910|ACTIVIDADES JURIDICAS|
1.0|942500.0|14.0|4.0|BELEN|5619|OTROS TIPOS DE EXPENDIO DE COMIDAS PREPARADAS NCP|
1.0|72500.0|0.0|1.0|UMBITA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
1.0|145000.0|0.0|9.0|PUERTO BOYACA|3520|PRODUCCION DE GAS- DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS|
1.0|0.0|0.0|2.0|MONTERIA|4112|CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES|
1.0|108750.0|0.0|3.0|PUERTO BOYACA|4690|COMERCIO AL POR MAYOR NO ESPECIALIZADO|
4.0|181250.0|10.0|11.0|TUNJA|5813|EDICION DE PERIODICOS- REVISTAS Y OTRAS PUBLICACIONES PERIODICAS|
1.0|0.0|0.0|0.0|JENESANO|8413|REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS DE SALUD- EDUCATIVOS- CULTURALES Y OTROS SERVICIOS SOCIALES- EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL|
1.0|125100.0|0.0|4.0|MANIZALES|0144|CRIA DE GANADO PORCINO|
1.0|0.0|0.0|1.0|MEDELLIN|2816|FABRICACION DE EQUIPO DE ELEVACION Y MANIPULACION|
2.0|616250.0|13.0|8.0|PAIPA|5629|ACTIVIDADES DE OTROS SERVICIOS DE COMIDAS|
1.0|0.0|1.0|2.0|CUCUTA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|0.0|2.0|1.0|GIRON|4723|COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)- PRODUCTOS CARNICOS- PESCADOS Y PRODUCTOS DE MAR- EN ESTABLECIMIENTOS ESPECIALIZADOS|
3.0|253750.0|10.0|10.0|SOGAMOSO|6512|SEGUROS DE VIDA|
1.0|616250.0|1.0|54.0|LA UVITA|0510|EXTRACCION DE HULLA (CARBON DE PIEDRA)|
1.0|1015000.0|18.0|30.0|NOBSA|3900|ACTIVIDADES DE SANEAMIENTO AMBIENTAL Y OTROS SERVICIOS DE GESTION DE DESECHOS|
1.0|145000.0|3.0|3.0|SOGAMOSO|8423|ORDEN PUBLICO Y ACTIVIDADES DE SEGURIDAD|
1.0|247010.0|6.0|0.0|GUICAN|8522|EDUCACION MEDIA ACADEMICA|
1.0|253750.0|5.0|11.0|SUTAMARCHAN|6613|OTRAS ACTIVIDADES RELACIONADAS CON EL MERCADO DE VALORES|
1.0|0.0|0.0|2.0|TOCANCIPA|2100|FABRICACION DE PRODUCTOS FARMACEUTICOS- SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO|
2.0|326250.0|10.0|4.0|DUITAMA|9602|PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA|
1.0|0.0|1.0|0.0|SOATA|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
4.0|1450000.0|25.0|19.0|TUNJA|1020|PROCESAMIENTO Y CONSERVACION DE FRUTAS- LEGUMBRES- HORTALIZAS Y TUBERCULOS|
1.0|398750.0|7.0|11.0|SOCOTA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
4.0|2972500.0|85.0|30.0|SANTAFE DE BOGOTA|5221|ACTIVIDADES DE ESTACIONES- VIAS Y SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE TERRESTRE|
1.0|2428750.0|29.0|73.0|FIRAVITOBA|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|0.0|1.0|1.0|TINJACA|7020|ACTIVIDADES DE CONSULTARIA DE GESTION|
1.0|72500.0|2.0|0.0|TUNJA|9420|ACTIVIDADES DE SINDICATOS DE EMPLEADOS|
1.0|0.0|2.0|1.0|ARCABUCO|8610|ACTIVIDADES DE HOSPITALES Y CLINICAS- CON INTERNACION|
1.0|108750.0|1.0|3.0|CHIA|4653|COMERCIO AL POR MAYOR DE MAQUINARIA Y EQUIPO AGROPECUARIOS|
5.0|253750.0|6.0|1.0|GUATEQUE|8622|ACTIVIDADES DE LA PRACTICA ODONTOLOGICA|
1.0|0.0|1.0|0.0|MANIZALES|2395|FABRICACION DE ARTICULOS DE HORMIGON- CEMENTO Y YESO|
1.0|72500.0|1.0|3.0|TUNJA|4662|COMERCIO AL POR MAYOR DE METALES Y PRODUCTOS METALIFEROS|
1.0|0.0|1.0|2.0|TUNJA|4769|COMERCIO AL POR MENOR DE OTROS ARTICULOS CULTURALES Y DE ENTRETENIMIENTO NCP EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|181250.0|1.0|4.0|NOBSA|4663|COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCION- ARTICULOS DE FERRETERIA- PINTURAS- PRODUCTOS DE VIDRIO- EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION|
1.0|36250.0|1.0|0.0|SABOYA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
1.0|145000.0|8.0|3.0|CHIQUINQUIRA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|181250.0|6.0|3.0|SOPO|1040|ELABORACION DE PRODUCTOS LACTEOS|
1.0|166800.0|0.0|2.0|CHINAVITA|0145|CRIA DE AVES DE CORRAL|
1.0|72500.0|1.0|0.0|CARTAGENA|7820|ACTIVIDADES DE AGENCIAS DE EMPLEO TEMPORAL|
1.0|145000.0|9.0|0.0|TUNUNGUA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
2.0|72500.0|3.0|41.0|FIRAVITOBA|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|5365000.0|28.0|221.0|NOBSA|2394|FABRICACION DE CEMENTO- CAL Y YESO|
2.0|145000.0|3.0|1.0|GAMEZA|9411|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|
2.0|0.0|1.0|6.0|OTANCHE|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|326250.0|3.0|2.0|CHINAVITA|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|1087500.0|9.0|26.0|MONIQUIRA|8110|ACTIVIDADES COMBINADAS DE APOYO A INSTALACIONES|
1.0|36250.0|2.0|3.0|SANTA ROSA DE VITERBO|1081|ELABORACION DE PRODUCTOS DE PANADERIA|
2.0|72500.0|1.0|5.0|GUAYATA|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
2.0|217500.0|3.0|0.0|CIENEGA|5511|ALOJAMIENTO EN HOTELES|
1.0|72500.0|0.0|5.0|FIRAVITOBA|4322|INSTALACIONES DE FONTANERIA- CALEFACCION Y AIRE ACONDICIONADO|
2.0|0.0|1.0|18.0|DUITAMA|3314|MANTENIMIENTO Y REPARACION ESPECIALIZADO DE EQUIPO ELECTRICO|
1.0|290000.0|12.0|7.0|SANTAFE DE BOGOTA|1391|FABRICACION DE TEJIDOS DE PUNTO Y GANCHILLO|
1.0|208500.0|0.0|5.0|IBAGUE|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|362500.0|4.0|10.0|FLORESTA|8411|ACTIVIDADES LEGISLATIVAS DE LA ADMINISTRACION PUBLICA|
1.0|36250.0|1.0|1.0|SOGAMOSO|4542|MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS|
1.0|0.0|0.0|0.0|TIBANA|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|0.0|1.0|6.0|BRICENO|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|507500.0|0.0|12.0|SAN GIL|5121|TRANSPORTE AEREO NACIONAL DE CARGA|
1.0|0.0|0.0|2.0|CARTAGENA|4220|CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|
1.0|145000.0|2.0|2.0|TOPAGA|2012|FABRICACION DE ABONOS Y COMPUESTOS INORGANICOS NITROGENADOS|
1.0|181250.0|3.0|1.0|CHIQUINQUIRA|8521|EDUCACION BASICA SECUNDARIA|
1.0|0.0|1.0|0.0|GUADALAJARA DE BUGA|4645|COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS- MEDICINALES- COSMETICOS Y DE TOCADOR|
1.0|1087500.0|1.0|23.0|BARRANQUILLA|8292|ACTIVIDADES DE ENVASE Y EMPAQUE|
1.0|181250.0|4.0|2.0|SAN EDUARDO|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
2.0|145000.0|1.0|6.0|COTA|4754|COMERCIO AL POR MENOR DE ELECTRODOMESTICOS Y GASODOMESTICOS DE USO DOMESTICO- MUEBLES Y EQUIPOS DE ILUMINACION|
1.0|145000.0|1.0|4.0|OTANCHE|3600|CAPTACION- TRATAMIENTO Y DISTRIBUCION DE AGUA|
1.0|0.0|0.0|0.0|SAMACA|9004|CREACION AUDIOVISUAL|
1.0|125100.0|2.0|4.0|SOTAQUIRA|0150|EXPLOTACION MIXTA (AGRICOLA Y PECUARIA)|
1.0|181250.0|4.0|1.0|CHINCHINA|4751|COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES EN ESTABLECIMIENTOS ESPECIALIZADOS|
2.0|616250.0|13.0|16.0|PAIPA|7830|OTRAS ACTIVIDADES DE SUMINISTRO DE RECURSO HUMANO|
1.0|145000.0|2.0|2.0|GACHANTIVA|4731|COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES|
1.0|125100.0|0.0|1.0|ARMENIA|0240|SERVICIOS DE APOYO A LA SILVICULTURA|
1.0|217500.0|0.0|7.0|MACANAL|0811|EXTRACCION DE PIEDRA- ARENA- ARCILLAS COMUNES- YESO Y ANHIDRITA|
1.0|1051250.0|24.0|19.0|COMBITA|8522|EDUCACION MEDIA ACADEMICA|
1.0|41700.0|0.0|1.0|GACHANTIVA|0161|ACTIVIDADES DE APOYO A LA AGRICULTURA|
1.0|0.0|0.0|2.0|MIRAFLORES|6311|PROCESAMIENTO DE DATOS- ALOJAMIENTO (HOSTING) Y ACTIVIDADES RELACIONADAS|
1.0|36250.0|2.0|0.0|SUSA|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|0.0|2.0|0.0|BARRANQUILLA|6422|ACTIVIDADES DE LAS COMPAÑAS DE FINANCIAMIENTO|
1.0|208500.0|2.0|2.0|SANTAFE DE BOGOTA|0162|ACTIVIDADES DE APOYO A LA GANADERIA|
1.0|290000.0|7.0|4.0|SANTAFE DE BOGOTA|6424|ACTIVIDADES DE LAS COOPERATIVAS FINANCIERAS|
1.0|0.0|0.0|3.0|RAMIRIQUI|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|0.0|0.0|1.0|TUNJA|2029|FABRICACION DE OTROS PRODUCTOS QUIMICOS NCP|
1.0|0.0|0.0|0.0|AQUITANIA|5021|TRANSPORTE FLUVIAL DE PASAJEROS|
4.0|5582500.0|127.0|77.0|CALI|7810|ACTIVIDADES DE AGENCIAS DE EMPLEO|
1.0|72500.0|0.0|0.0|SANTAFE DE BOGOTA|7730|ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA- EQUIPO Y BIENES TANGIBLES NCP|
1.0|1042500.0|0.0|4.0|TOCA|0141|CRIA DE GANADO BOVINO Y BUFALINO|
1.0|0.0|0.0|1.0|SANTAFE DE BOGOTA|9529|MANTENIMIENTO Y REPARACION DE OTROS EFECTOS PERSONALES Y ENSERES DOMESTICOS|
1.0|0.0|0.0|1.0|LA ESTRELLA|0990|ACTIVIDADES DE APOYO PARA OTRAS ACTIVIDADES DE EXPLOTACION DE MINAS Y CANTERAS|
1.0|145000.0|0.0|1.0|ARCABUCO|4799|OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESTABLECIMIENTOS- PUESTOS DE VENTA O MERCADOS|
1.0|0.0|0.0|1.0|FLORIDABLANCA|8211|ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA|
1.0|0.0|0.0|2.0|MEDELLIN|4290|CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL|
1.0|0.0|0.0|1.0|BARRANQUILLA|6202|ACTIVIDADES DE CONSULTORIA INFORMATICA Y ACTIVIDADES DE ADMINISTRACION DE INSTALACIONES INFORMATICAS|
1.0|166800.0|1.0|1.0|TOCA|0111|CULTIVO DE CEREALES (EXCEPTO ARROZ)- LEGUMBRES Y SEMILLAS OLEAGINOSAS|
2.0|108750.0|2.0|5.0|SAMACA|4321|INSTALACIONES ELECTRICAS|
1.0|108750.0|1.0|0.0|PAIPA|9319|OTRAS ACTIVIDADES DEPORTIVAS|
1.0|0.0|0.0|1.0|TUNJA|1392|CONFECCION DE ARTICULOS CON MATERIALES TEXTILES- EXCEPTO PRENDAS DE VESTIR|
1.0|217500.0|0.0|5.0|CIENEGA|4923|TRANSPORTE DE CARGA POR CARRETERA|
1.0|0.0|0.0|1.0|GACHANTIVA|9700|ACTIVIDADES DE LOS HOGARES INDIVIDUALES COMO EMPLEADORES DE PERSONAL DOMESTICO|
2.0|72500.0|2.0|0.0|MEDELLIN|2399|FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS NCP|
1.0|797500.0|0.0|24.0|VENTAQUEMADA|4311|DEMOLICION|
1.0|0.0|8.0|9.0|TIBANA|4921|TRANSPORTE DE PASAJEROS|
1.0|36250.0|0.0|2.0|MEDELLIN|8010|ACTIVIDADES DE SEGURIDAD PRIVADA|
1.0|0.0|0.0|3.0|SOCORRO|3700|EVACUACION Y TRATAMIENTO DE AGUAS RESIDUALES|
1.0|217500.0|3.0|0.0|PAZ DEL RIO|9499|ACTIVIDADES DE OTRAS ASOCIACIONES NCP|
1.0|0.0|0.0|9.0|PAUNA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|0.0|1.0|0.0|MIRAFLORES|4773|COMERCIO AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES- COSMETICOS Y ARTICULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|72500.0|1.0|0.0|SOTAQUIRA|0000|NO DEFINIDA ACTIVIDAD ECONOMICA|
1.0|36250.0|0.0|1.0|SANTAFE DE BOGOTA|4632|COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO|
1.0|0.0|0.0|2.0|SOGAMOSO|1910|FABRICACION DE PRODUCTOS DE HORNOS DE COQUE|
2.0|36250.0|2.0|20.0|SAMACA|1610|ASERRADO- ACEPILLADO E IMPREGNACION DE LA MADERA|
1.0|0.0|0.0|0.0|CUCAITA|4923|TRANSPORTE DE CARGA POR CARRETERA|
2.0|41700.0|1.0|3.0|SANTAFE DE BOGOTA|0121|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES|
1.0|36250.0|1.0|0.0|ENVIGADO|1410|CONFECCION DE PRENDAS DE VESTIR- EXCEPTO PRENDAS DE PIEL|
1.0|0.0|0.0|3.0|EL ESPINO|4722|COMERCIO AL POR MENOR DE LECHE- PRODUCTOS LACTEOS Y HUEVOS- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|507500.0|2.0|10.0|SANTAFE DE BOGOTA|4722|COMERCIO AL POR MENOR DE LECHE- PRODUCTOS LACTEOS Y HUEVOS- EN ESTABLECIMIENTOS ESPECIALIZADOS|
1.0|290000.0|0.0|4.0|TUNJA|2391|FABRICACION DE PRODUCTOS REFRACTARIOS|
1.0|362500.0|15.0|2.0|CHIQUINQUIRA|4642|COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR|
1.0|326250.0|9.0|2.0|FIRAVITOBA|8621|ACTIVIDADES DE LA PRACTICA MEDICA- SIN INTERNACION|
1.0|688750.0|8.0|6.0|PUERTO BOYACA|1051|ELABORACION DE PRODUCTOS DE MOLINERIA|
1.0|0.0|1.0|0.0|COTA|2100|FABRICACION DE PRODUCTOS FARMACEUTICOS- SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS DE USO FARMACEUTICO|
